synthetic_traffic_datas-2
"North_Flow,South_Flow,East_Flow,West_Flow,Pedestrian_Flow,Weather,Queue_Length_North,Queue_Length_South,Queue_Length_East,Queue_Length_West,Emergency_Priority_North,Emergency_Priority_South,Emergency_Priority_East,Emergency_Priority_West"
"124,55,87,65,3,1,7,13,20,8,0,0,1,0"
"126,85,43,95,44,2,9,2,17,3,0,1,0,0"
"42,70,52,17,14,2,5,9,4,3,1,0,1,0"
"25,105,45,128,5,1,15,15,18,7,0,1,0,0"
"137,117,112,29,10,0,15,0,19,14,0,0,0,0"
"45,40,34,91,44,2,19,7,17,6,0,0,0,0"
"68,148,6,9,24,0,4,6,10,17,0,1,1,1"
"30,31,52,114,49,0,13,0,12,3,0,0,1,0"
"83,13,84,25,25,0,2,7,17,5,1,0,1,1"
"74,54,4,68,3,1,12,16,1,18,1,1,1,1"
"62,147,67,22,3,1,11,20,8,5,1,1,1,0"
"60,18,150,63,47,1,10,16,10,0,1,0,1,1"
"30,84,149,42,17,2,0,4,11,5,1,0,1,0"
"91,81,85,66,16,0,2,10,20,19,1,1,0,0"
"127,60,0,56,28,0,4,12,7,7,1,0,0,1"
"91,135,133,28,48,0,5,3,4,7,1,1,1,1"
"47,33,96,85,27,0,19,6,15,11,0,0,1,1"
"37,15,42,92,25,2,12,11,14,17,1,1,1,1"
"103,134,137,60,5,2,0,4,9,18,1,1,1,0"
"87,2,134,7,26,2,20,5,11,15,1,0,1,0"
"76,56,150,136,2,0,12,16,5,6,1,0,1,0"
"24,36,145,31,2,0,11,7,17,16,1,1,1,1"
"77,79,84,143,25,1,11,20,17,10,1,1,1,1"
"70,3,16,105,26,2,17,6,8,9,1,0,1,0"
"43,89,116,140,47,1,0,12,15,13,0,0,0,1"
"29,101,110,109,24,1,2,2,14,4,0,0,1,1"
"2,100,104,96,22,0,11,16,3,20,1,1,0,1"
"52,116,46,147,8,0,15,12,12,4,0,0,0,1"
"57,27,69,50,23,2,1,18,14,1,0,1,0,1"
"20,111,149,61,38,1,7,13,5,6,1,0,0,0"
"87,73,47,97,41,1,19,16,14,8,0,1,0,1"
"32,94,32,51,37,1,6,10,9,12,0,0,1,0"
"81,70,72,76,0,0,8,17,3,10,1,1,0,1"
"130,116,96,83,1,1,9,18,3,17,1,0,0,0"
"95,43,11,34,8,2,14,3,5,16,1,0,1,1"
"3,15,87,28,31,2,14,18,3,2,1,1,1,1"
"139,21,118,138,8,2,11,9,0,8,1,1,1,1"
"134,48,122,26,49,2,3,18,18,14,1,0,0,1"
"149,86,137,104,0,2,10,15,6,17,0,1,1,1"
"146,2,97,49,37,1,10,12,5,6,0,0,0,1"
"54,37,13,62,43,0,5,3,1,14,1,1,0,1"
"107,135,60,122,19,1,19,4,6,16,0,0,1,1"
"90,76,63,108,48,2,0,20,1,16,1,1,1,1"
"119,125,31,143,10,0,16,7,16,8,1,1,1,1"
"0,83,108,33,13,2,15,15,5,7,0,0,0,1"
"27,15,96,112,13,0,16,19,3,19,1,0,0,1"
"78,64,54,124,20,0,14,14,11,17,0,0,1,0"
"150,85,79,20,35,1,14,0,19,15,1,0,0,1"
"74,112,148,122,9,0,19,12,2,10,1,1,1,0"
"﻿100,126,138,56,11,2,0,18,15,17,0,1,0,1"
"137,104,62,127,48,0,15,3,16,9,1,0,1,1"
"88,132,41,69,4,0,17,19,18,17,1,1,0,0"
"138,14,1,8,27,2,6,19,19,14,1,0,1,0"
"52,120,68,67,4,1,14,20,10,15,1,0,0,1"
"94,35,137,88,21,0,5,13,7,11,0,1,1,0"
"6,9,149,21,12,0,19,9,5,1,0,0,1,1"
"64,149,46,93,35,2,3,12,20,15,1,0,0,1"
"109,123,13,1,30,1,17,15,6,20,0,0,1,0"
"88,68,143,27,21,1,14,14,5,5,1,1,0,1"
"118,75,115,135,32,0,19,5,8,14,1,0,0,0"
"97,145,7,148,27,2,17,18,3,12,1,0,0,1"
"68,39,95,36,29,1,18,14,10,19,0,0,1,0"
"122,91,114,55,49,1,6,15,8,17,1,1,1,1"
"89,0,69,78,35,0,4,15,11,18,1,0,0,1"
"39,128,74,137,26,2,4,7,15,13,0,0,1,0"
"136,42,75,18,34,1,7,2,10,6,0,1,0,1"
"96,90,63,128,2,2,12,12,4,13,1,0,1,1"
"133,136,91,147,9,1,13,18,20,19,1,1,0,0"
"91,64,116,77,39,0,8,2,13,2,1,1,1,1"
"48,108,23,135,38,0,16,1,16,3,0,0,0,1"
"108,90,32,148,44,2,12,14,8,3,0,0,0,1"
"120,6,0,18,36,2,10,17,2,6,1,1,1,0"
"81,100,47,13,19,0,15,10,7,7,1,1,1,1"
"128,107,40,72,25,0,2,2,20,5,1,0,0,1"
"139,109,2,83,39,1,16,4,1,9,0,1,1,1"
"39,142,119,53,43,0,15,1,12,9,1,1,1,0"
"58,91,95,76,30,0,15,9,8,1,0,0,1,1"
"136,5,94,14,48,2,4,19,9,11,1,0,0,1"
"6,57,26,93,31,2,4,2,13,5,0,1,1,0"
"112,14,85,97,16,2,20,9,12,13,1,0,0,1"
"56,5,69,8,49,2,12,0,5,19,1,0,0,1"
"116,90,30,111,44,0,5,11,20,13,0,0,0,1"
"83,61,83,89,6,1,14,3,15,7,1,0,1,0"
"10,31,147,96,40,0,11,0,16,12,0,1,1,1"
"47,90,116,46,6,0,19,12,2,4,1,1,0,0"
"32,74,145,4,21,1,6,0,2,14,1,0,0,0"
"78,141,27,69,46,1,17,16,17,6,0,1,1,1"
"112,60,13,70,15,1,13,8,16,20,1,0,0,0"
"80,2,122,32,4,0,3,12,13,4,0,1,0,0"
"10,145,133,111,15,2,0,12,6,10,0,1,0,0"
"137,21,76,1,9,0,4,19,0,5,1,1,1,1"
"21,89,124,49,23,0,7,3,14,12,0,0,0,0"
"84,13,131,123,33,0,19,13,7,12,1,1,0,0"
"56,140,25,38,7,2,4,2,7,20,0,0,0,0"
"37,55,68,5,46,0,19,5,10,7,1,1,0,0"
"77,16,120,109,38,2,20,16,2,3,0,0,0,1"
"54,121,17,81,50,1,0,5,20,7,0,1,1,0"
"38,150,50,145,48,1,6,6,0,0,1,0,1,0"
"113,4,25,107,8,0,9,17,0,20,0,0,1,1"
"﻿58,79,6,56,20,1,10,17,4,17,1,0,1,1"
"74,122,134,8,41,0,0,17,20,1,1,0,0,1"
"81,86,77,73,13,0,15,12,9,11,1,0,0,1"
"76,16,143,114,40,2,19,2,17,5,1,1,1,1"
"75,12,87,121,14,0,10,15,18,0,1,0,1,0"
"134,14,50,141,13,0,16,15,1,4,0,0,0,0"
"89,131,110,76,47,1,7,11,9,15,0,0,0,1"
"66,94,36,137,29,1,17,13,11,6,1,1,0,1"
"70,71,139,1,49,1,8,9,0,0,0,0,1,0"
"68,85,141,19,38,1,0,12,12,1,0,0,1,0"
"56,7,71,87,31,0,2,0,8,13,1,0,1,1"
"146,80,12,39,2,0,9,20,0,16,1,0,0,0"
"120,78,21,56,26,1,7,11,20,2,1,1,1,1"
"84,17,18,128,29,0,6,10,9,3,0,0,0,1"
"43,91,79,76,49,1,8,10,10,2,1,1,0,1"
"43,89,123,17,20,2,11,6,18,11,1,0,1,0"
"0,7,137,134,15,1,11,3,5,1,1,1,0,0"
"4,88,7,114,26,0,5,13,10,14,1,1,0,1"
"29,3,108,29,21,0,15,18,10,7,0,0,1,1"
"99,57,78,119,19,2,9,18,14,0,1,1,1,1"
"57,64,13,89,39,2,5,17,11,7,0,1,1,0"
"136,13,93,13,15,2,13,5,18,0,0,1,0,1"
"35,106,148,29,46,0,12,15,4,20,1,1,0,0"
"40,86,72,26,35,2,10,9,18,10,1,1,1,0"
"24,150,13,27,18,0,3,4,6,8,0,0,0,0"
"148,37,58,124,29,1,3,0,6,14,1,1,1,1"
"90,62,147,121,45,1,4,16,6,16,0,0,1,1"
"147,77,12,68,29,1,14,19,3,9,0,1,0,1"
"70,108,24,143,50,0,4,11,17,17,0,1,0,1"
"7,5,149,80,29,0,18,13,18,6,1,0,0,0"
"114,8,21,87,13,0,16,10,4,3,0,1,1,0"
"63,69,3,43,14,1,2,7,20,17,0,0,1,0"
"15,145,76,139,26,2,8,2,10,17,1,1,1,1"
"100,52,79,48,0,2,1,19,8,14,1,1,1,0"
"0,11,111,58,5,2,15,17,9,0,0,1,0,0"
"72,54,78,48,45,1,2,20,12,1,0,1,0,1"
"129,19,72,4,33,0,2,14,12,15,1,1,1,1"
"42,128,103,49,39,1,18,2,12,19,1,0,0,0"
"95,11,70,131,28,0,12,18,1,10,1,0,0,1"
"41,74,7,38,1,0,10,1,13,17,0,1,0,1"
"143,14,125,118,26,2,10,16,11,17,0,1,0,0"
"98,45,145,54,34,2,9,17,6,8,0,0,0,0"
"110,115,108,69,35,2,9,11,11,4,0,1,1,0"
"144,58,54,135,1,2,18,0,2,5,0,1,1,0"
"135,23,67,129,16,1,9,5,17,6,0,1,1,1"
"129,124,63,118,23,2,2,18,18,5,1,0,1,0"
"29,87,130,70,47,2,11,18,11,17,1,1,1,1"
"67,93,21,62,33,0,15,6,5,3,1,1,1,0"
"137,110,76,38,42,0,19,12,7,9,0,0,1,0"
"13,97,50,111,48,2,1,0,2,0,0,1,0,1"
"﻿127,22,132,0,1,1,10,2,1,7,0,1,1,1"
"123,142,83,108,32,1,2,18,17,9,0,1,0,0"
"108,111,1,126,18,0,20,10,0,4,0,0,1,1"
"32,1,101,111,23,0,19,11,2,18,0,1,1,1"
"21,14,138,0,30,0,3,17,8,8,0,1,0,0"
"131,19,74,14,4,2,17,13,13,0,1,0,0,1"
"145,77,76,0,43,2,2,7,15,18,0,0,1,0"
"107,13,143,142,25,0,20,2,15,17,0,0,1,1"
"10,117,18,26,24,2,4,20,18,14,1,1,0,0"
"126,49,148,76,5,2,13,8,9,11,0,0,0,1"
"3,133,4,56,36,2,19,12,0,16,0,1,0,0"
"60,126,54,62,32,1,20,6,14,8,0,0,1,1"
"108,121,124,99,49,2,12,4,10,1,0,1,1,1"
"54,5,141,111,2,0,14,10,13,18,1,0,0,0"
"141,134,47,7,26,0,13,6,19,7,0,0,0,1"
"72,88,29,42,20,1,8,1,9,6,0,1,1,0"
"87,4,67,71,30,0,15,9,14,11,1,1,0,1"
"34,128,28,55,19,0,4,17,8,19,1,0,0,0"
"56,128,124,43,18,1,1,14,4,18,1,0,0,0"
"59,50,5,7,38,1,6,2,8,5,0,0,1,1"
"118,132,19,101,25,1,8,7,17,2,0,0,0,0"
"1,25,62,77,35,0,12,20,7,16,1,0,0,1"
"127,134,42,34,42,0,19,7,10,6,1,1,0,0"
"139,100,136,38,1,1,12,5,18,20,0,0,1,1"
"21,31,65,75,11,2,14,10,6,9,1,0,1,1"
"97,40,41,30,43,1,18,5,8,14,0,0,1,1"
"63,102,41,33,19,2,5,5,8,14,0,1,0,1"
"25,128,139,16,4,0,3,8,6,10,0,0,0,0"
"29,29,111,89,0,1,9,5,18,12,0,0,1,1"
"59,146,115,101,41,2,19,20,16,13,0,1,0,0"
"79,45,85,10,10,2,14,13,7,8,1,0,0,1"
"127,77,44,20,11,1,17,3,14,10,0,1,0,0"
"147,18,76,64,13,1,9,13,18,10,0,0,1,0"
"115,141,111,5,11,2,4,1,13,3,1,1,1,0"
"118,16,102,134,12,1,1,3,20,3,1,0,0,0"
"19,95,149,120,4,0,6,9,12,17,0,1,1,1"
"51,95,70,23,38,1,19,19,13,11,0,0,0,1"
"33,67,137,72,40,0,16,2,7,16,0,0,1,1"
"27,93,109,19,6,1,0,18,17,9,0,0,1,1"
"37,29,55,84,21,2,20,12,0,13,0,1,1,1"
"81,16,81,5,3,0,13,10,5,20,0,1,1,1"
"94,54,72,50,11,0,15,15,19,11,0,0,1,0"
"79,71,118,94,19,0,3,19,11,11,0,1,0,0"
"48,20,93,129,27,2,18,11,15,12,0,0,1,0"
"102,71,105,34,49,2,2,7,5,16,1,1,1,1"
"28,147,16,48,25,2,17,14,5,9,0,1,1,1"
"100,124,136,10,48,1,20,19,5,7,1,0,0,0"
"50,138,96,135,36,2,15,16,10,12,0,0,0,1"
"104,136,83,44,31,2,7,0,20,14,0,0,0,0"
"74,12,123,39,15,2,15,18,1,3,1,0,1,0"
"﻿145,60,20,105,2,2,14,5,3,13,1,0,1,0"
"103,35,19,39,28,0,9,12,0,11,0,1,1,0"
"69,106,126,94,29,1,16,0,7,6,1,1,1,1"
"60,0,118,116,9,0,14,6,15,5,0,0,0,1"
"24,123,21,31,12,0,12,16,2,15,1,1,0,1"
"136,134,25,98,31,2,19,3,5,4,0,0,1,0"
"129,2,72,48,37,1,9,0,9,11,1,0,1,1"
"87,90,26,95,20,0,15,2,0,6,1,1,1,0"
"121,15,111,110,18,2,3,5,7,16,0,1,1,1"
"39,99,146,29,42,2,15,10,20,20,0,0,1,0"
"64,105,97,91,13,2,7,11,20,19,0,1,1,0"
"144,108,18,35,47,2,1,9,18,11,1,0,1,1"
"62,92,135,127,43,2,4,14,3,5,1,1,0,1"
"71,34,101,93,47,2,0,1,15,0,0,0,0,0"
"98,88,43,141,15,0,18,5,14,6,1,0,1,0"
"52,74,115,64,38,2,15,2,1,13,1,0,0,0"
"52,74,5,3,47,0,7,14,7,7,0,1,1,1"
"148,98,149,49,33,2,11,2,2,8,1,0,0,0"
"135,107,85,59,50,1,16,8,11,7,1,1,1,0"
"103,112,91,90,44,1,10,20,6,18,0,1,0,0"
"2,14,65,21,4,2,15,13,3,5,1,1,1,1"
"68,98,4,28,49,0,11,19,7,5,0,1,0,1"
"111,144,123,30,40,0,8,3,0,7,0,0,1,0"
"98,16,107,136,0,0,9,9,6,0,1,0,0,0"
"53,15,8,147,10,1,0,10,11,19,0,0,1,0"
"33,140,76,110,3,0,8,19,19,5,0,1,1,0"
"45,148,64,68,7,1,14,20,13,0,1,1,0,0"
"149,112,13,41,27,2,5,13,3,20,1,0,0,0"
"54,87,129,15,5,0,0,18,7,16,1,0,0,0"
"64,121,146,40,26,2,13,11,10,15,0,1,1,1"
"89,51,113,148,15,1,6,11,19,2,1,0,0,1"
"63,69,86,72,46,2,14,2,17,20,1,1,1,1"
"47,85,2,14,27,2,4,1,20,14,0,1,0,1"
"130,59,90,37,47,1,3,10,12,15,0,1,0,0"
"59,44,26,99,1,1,3,16,11,3,0,1,0,1"
"90,28,111,28,9,0,20,13,3,17,1,1,1,0"
"13,73,6,78,16,2,18,9,10,0,1,0,1,1"
"35,107,60,46,38,0,10,1,6,5,0,1,1,0"
"124,29,59,61,34,1,5,19,1,16,0,1,0,0"
"79,49,117,20,27,1,6,2,0,3,0,0,0,1"
"11,17,149,13,4,2,4,11,3,18,1,0,1,0"
"122,47,19,137,50,0,3,16,11,17,0,0,1,1"
"33,142,40,0,20,0,10,3,16,16,0,0,0,0"
"63,110,108,142,46,2,17,16,2,16,0,0,1,1"
"113,95,51,43,6,2,19,4,19,3,0,0,0,0"
"133,43,20,105,33,2,12,14,9,2,0,1,0,0"
"147,115,96,102,22,0,18,16,16,19,1,0,0,0"
"7,125,129,80,22,1,9,19,15,17,1,0,1,0"
"45,7,131,118,47,2,3,10,4,2,1,0,0,0"
"120,126,43,81,25,2,6,10,18,4,1,0,0,0"
"﻿133,111,27,60,35,0,19,16,9,6,0,1,1,0"
"36,22,99,20,44,2,7,12,8,19,1,0,1,1"
"150,50,37,146,33,2,9,2,7,18,1,0,1,1"
"112,116,2,72,43,0,4,16,20,18,0,1,1,1"
"18,48,17,127,1,0,5,5,13,2,0,0,0,1"
"43,27,147,135,29,1,12,6,13,16,0,1,0,1"
"96,25,86,66,46,2,13,9,6,8,0,0,1,1"
"10,77,55,44,35,2,9,18,0,8,1,0,0,0"
"124,72,104,134,36,2,20,12,4,1,1,0,1,0"
"97,3,139,145,12,1,9,9,18,6,0,0,1,0"
"82,69,49,19,36,0,12,14,12,13,0,1,1,1"
"103,101,103,3,20,1,13,12,11,14,0,0,0,0"
"141,82,135,91,31,2,3,11,0,16,1,1,1,0"
"147,4,81,96,46,1,12,13,9,4,1,1,1,0"
"75,83,111,142,28,1,9,1,8,19,1,0,1,0"
"148,52,42,77,12,1,9,9,10,4,1,1,0,0"
"131,119,64,59,31,0,15,6,8,7,0,1,1,0"
"105,149,93,149,36,1,3,1,9,16,1,0,1,0"
"130,150,139,100,7,2,0,12,17,6,1,0,1,0"
"2,46,145,119,1,1,12,6,5,7,0,1,1,0"
"93,10,135,73,34,2,11,2,6,12,1,1,1,1"
"39,129,7,123,17,0,18,3,14,9,1,1,0,1"
"20,38,140,140,41,0,1,20,0,9,1,0,1,1"
"15,62,103,84,47,0,1,8,13,6,1,1,0,1"
"62,108,95,52,49,2,0,3,10,5,0,0,0,0"
"13,38,112,61,28,0,12,12,15,12,0,1,0,1"
"40,0,93,44,49,1,12,18,18,2,0,0,1,1"
"143,21,127,83,35,0,2,14,1,19,1,1,1,1"
"67,126,94,120,45,1,2,1,14,18,1,1,1,0"
"68,70,145,27,14,0,8,18,1,3,1,0,1,0"
"50,128,53,108,27,0,1,3,4,7,1,0,1,1"
"99,79,133,76,37,1,3,1,3,8,1,1,0,1"
"108,79,45,145,5,0,4,2,1,20,0,0,1,1"
"36,36,102,55,30,2,4,20,7,9,1,0,0,0"
"107,92,125,44,31,0,18,4,1,19,0,0,1,0"
"143,119,50,131,25,1,2,13,9,19,1,1,1,1"
"134,116,130,41,16,0,1,11,14,6,1,0,0,0"
"127,50,0,75,28,0,6,15,4,4,1,0,0,1"
"48,48,66,123,38,0,5,3,3,8,1,1,0,1"
"141,75,35,142,48,2,20,6,0,7,1,0,1,1"
"91,37,116,22,27,1,6,12,7,10,1,0,1,1"
"2,56,68,82,33,0,8,14,18,7,0,1,0,0"
"57,87,3,104,40,2,9,5,5,13,0,1,0,1"
"33,117,105,3,45,0,1,14,13,0,1,0,1,0"
"30,45,124,25,39,2,2,14,12,7,0,1,1,0"
"138,144,140,77,26,0,0,2,18,7,1,1,0,0"
"89,115,134,26,48,1,17,18,6,17,0,0,1,0"
"106,15,97,58,8,1,18,4,15,6,0,0,0,1"
"13,12,9,26,8,2,9,2,2,0,0,0,0,0"
"121,116,44,69,4,1,15,11,15,5,0,1,1,0"
"﻿77,16,56,42,24,2,18,18,4,16,1,1,1,0"
"57,81,75,40,19,0,5,11,0,4,1,0,0,1"
"31,13,64,138,32,1,16,10,2,10,0,0,0,0"
"105,129,101,62,29,2,0,0,7,8,1,0,1,1"
"124,110,104,101,31,2,20,2,0,8,0,0,0,1"
"71,105,110,140,11,0,11,3,12,8,1,1,1,0"
"25,68,131,113,0,2,13,11,9,11,1,0,1,1"
"93,28,119,109,14,2,10,18,0,6,1,1,1,0"
"77,20,140,69,12,1,4,14,17,12,1,0,0,1"
"16,112,92,45,22,2,1,17,11,6,1,0,0,0"
"85,36,126,45,4,2,15,3,13,10,1,0,1,1"
"136,67,63,52,11,1,2,8,13,12,1,1,1,0"
"107,110,5,8,15,1,1,20,19,18,1,1,1,0"
"2,123,74,22,14,0,4,10,10,9,1,1,0,1"
"120,16,34,56,6,0,15,12,2,5,0,0,1,0"
"93,61,143,114,29,2,20,9,13,18,0,1,0,1"
"135,108,110,148,32,0,0,6,17,0,0,0,0,1"
"111,32,130,77,49,2,4,1,20,16,0,1,1,1"
"104,19,127,81,4,0,9,2,15,13,1,0,1,0"
"112,122,125,45,48,1,3,10,18,7,1,1,0,0"
"24,19,119,136,19,2,3,16,9,12,1,1,1,0"
"6,141,75,150,46,2,17,18,19,18,1,1,0,0"
"129,146,28,147,23,2,18,7,0,5,1,0,1,0"
"92,14,135,144,5,0,19,2,0,9,1,1,1,1"
"80,97,85,132,19,2,16,0,19,14,0,1,1,0"
"99,93,21,142,44,0,16,3,16,3,0,1,0,1"
"15,131,73,115,28,1,18,7,12,10,1,0,1,0"
"82,3,8,77,50,1,4,0,20,20,0,0,1,0"
"87,13,68,134,30,2,5,0,0,8,1,0,1,0"
"120,113,128,15,49,0,19,14,8,2,1,0,0,0"
"31,92,4,9,19,2,19,10,7,20,0,0,1,1"
"18,126,8,0,7,1,0,14,3,1,0,0,1,0"
"18,138,148,90,14,0,8,8,11,7,0,0,0,1"
"147,99,52,84,6,1,0,6,16,15,0,0,1,1"
"112,3,6,72,13,0,19,17,15,6,1,1,1,1"
"29,11,95,98,25,2,16,4,6,20,0,0,0,0"
"123,48,36,73,9,1,15,12,3,8,1,0,1,1"
"51,38,131,116,12,1,11,9,10,1,0,1,1,1"
"87,19,15,137,14,2,5,0,1,6,0,0,1,1"
"58,96,8,47,46,0,0,6,10,16,1,0,1,1"
"125,67,138,48,47,0,2,10,0,0,1,0,0,1"
"83,19,0,5,43,0,13,5,12,10,0,1,1,0"
"135,103,127,126,8,0,2,2,7,0,1,1,1,1"
"96,35,85,87,26,1,5,13,5,4,0,1,1,1"
"99,23,148,135,39,0,9,2,16,17,1,1,0,1"
"32,22,91,144,3,2,11,1,12,11,0,0,0,0"
"135,118,138,112,45,1,9,5,2,16,0,1,1,0"
"35,117,100,28,49,2,2,10,6,10,1,0,0,1"
"92,112,90,85,50,1,1,10,3,15,0,0,1,1"
"75,108,114,120,49,1,15,19,18,12,0,0,1,1"
"﻿78,140,29,77,35,0,19,17,11,18,1,1,1,0"
"17,16,92,87,37,2,7,12,7,13,0,0,0,0"
"125,103,2,113,2,0,8,0,20,7,0,0,0,0"
"23,9,30,53,31,1,11,13,2,14,1,0,1,0"
"21,142,142,27,20,1,20,8,14,15,0,0,0,0"
"7,97,63,38,7,1,12,1,4,5,1,0,1,0"
"27,21,104,72,1,2,1,9,3,0,0,0,0,1"
"97,133,147,139,41,0,12,6,6,11,1,0,0,1"
"5,58,60,8,20,2,17,0,13,1,0,0,1,1"
"119,123,55,72,17,0,2,8,3,14,0,1,0,0"
"73,111,97,16,34,0,3,10,19,7,0,1,0,1"
"22,13,111,59,28,2,11,19,7,18,1,0,1,1"
"66,105,143,81,32,1,16,18,16,17,1,0,1,1"
"21,93,55,56,29,0,11,18,0,4,1,1,0,0"
"99,135,47,75,48,1,1,11,7,10,0,1,1,1"
"26,131,147,71,22,0,18,6,20,4,0,1,1,0"
"126,109,57,60,43,0,10,12,0,2,0,1,0,1"
"66,26,43,100,42,1,16,2,17,3,0,1,0,0"
"25,136,48,113,40,0,15,7,9,6,0,0,0,0"
"24,134,68,6,14,2,12,6,12,2,0,1,0,0"
"106,139,24,61,23,1,15,18,19,3,1,1,1,0"
"141,28,57,39,43,0,2,0,0,17,0,1,1,1"
"149,58,84,20,8,2,4,4,18,8,0,0,0,0"
"60,105,138,33,20,0,17,1,10,2,1,0,0,0"
"53,26,46,135,29,1,1,9,3,7,1,0,0,1"
"141,71,6,146,27,2,16,9,4,17,0,0,1,0"
"117,112,108,134,41,0,1,6,8,9,1,0,0,1"
"53,149,29,13,20,2,2,10,0,13,1,1,1,1"
"29,122,30,79,13,2,8,5,17,9,0,1,0,1"
"121,114,131,45,13,2,11,14,16,19,0,1,1,0"
"143,51,129,97,10,0,20,8,18,3,0,0,1,1"
"94,123,8,147,2,2,14,14,1,4,0,0,0,0"
"79,97,0,7,27,2,18,10,4,16,1,0,0,0"
"110,80,140,67,21,1,5,6,19,19,0,1,1,1"
"99,132,79,126,20,1,9,12,5,6,1,1,1,0"
"49,84,46,30,2,0,11,18,14,1,0,1,1,0"
"104,143,96,83,26,2,9,10,5,17,0,1,0,1"
"102,9,13,44,34,1,16,16,13,18,1,1,1,1"
"0,22,41,45,35,2,5,17,2,11,1,0,0,0"
"89,73,90,87,41,2,5,9,15,10,1,0,1,0"
"29,15,44,93,20,0,12,5,8,15,0,0,0,1"
"117,124,131,148,32,2,14,4,8,12,1,1,0,1"
"100,117,22,56,1,0,11,9,0,19,0,1,1,1"
"12,56,82,114,31,2,12,5,8,14,1,0,1,1"
"4,89,14,147,18,2,5,3,1,8,0,1,1,0"
"62,47,3,53,29,0,15,8,15,19,0,0,0,1"
"147,110,18,143,6,2,0,12,20,15,0,0,1,0"
"2,118,110,94,9,2,5,7,18,1,0,1,0,1"
"122,9,121,21,4,2,0,16,5,20,1,1,0,0"
"61,142,72,50,44,1,10,18,2,4,0,0,0,0"
"﻿90,136,142,37,4,2,19,12,6,4,1,1,0,1"
"118,150,20,83,39,2,5,1,4,4,1,1,1,1"
"15,7,127,106,8,1,14,14,8,3,0,1,0,0"
"128,107,130,98,34,2,11,5,11,0,0,1,0,1"
"145,42,127,11,19,1,18,11,19,14,0,1,0,1"
"114,150,35,1,16,0,18,12,0,13,0,1,0,0"
"93,73,30,56,36,0,11,18,8,19,0,1,1,0"
"112,61,63,0,26,0,5,16,12,16,0,0,1,0"
"149,92,135,75,0,2,5,18,16,19,1,1,1,1"
"147,94,59,134,34,1,2,3,10,16,0,0,1,1"
"75,72,54,66,47,2,1,4,7,10,0,1,1,0"
"95,30,18,51,50,2,2,16,16,9,1,1,1,1"
"81,15,41,127,19,0,11,8,13,6,0,0,0,0"
"54,143,81,62,9,0,6,0,3,9,1,1,1,1"
"19,86,85,2,49,1,16,13,16,5,1,1,0,1"
"83,21,51,113,9,0,12,5,16,5,0,1,0,1"
"98,141,32,94,31,1,20,16,19,0,0,1,0,0"
"101,2,20,25,23,2,4,11,6,18,1,1,0,0"
"52,10,90,25,28,2,16,20,9,6,1,1,1,1"
"6,33,145,68,36,1,0,4,15,0,0,1,1,1"
"21,110,102,138,40,0,19,8,19,5,1,0,1,1"
"95,146,114,107,45,2,6,17,10,9,1,1,1,0"
"31,122,67,137,14,1,17,17,14,15,1,1,0,1"
"91,37,83,103,21,1,9,1,0,18,1,0,1,0"
"121,107,65,22,2,2,7,4,20,10,1,0,1,1"
"0,18,88,96,40,0,14,17,1,3,0,1,1,0"
"65,57,80,5,6,0,3,8,10,5,1,1,0,0"
"123,36,95,150,18,2,3,9,0,19,0,1,0,0"
"33,126,124,81,38,1,4,12,10,10,0,1,1,0"
"4,150,31,127,33,1,6,14,10,6,1,1,1,0"
"95,88,76,11,47,0,15,16,8,10,0,1,0,0"
"5,77,138,4,32,1,9,11,12,10,1,1,0,0"
"2,97,69,117,30,1,5,6,10,5,0,1,1,1"
"129,118,136,141,0,0,18,17,10,3,1,1,1,0"
"108,115,94,144,17,1,15,0,4,5,0,1,0,1"
"132,50,93,11,41,1,3,11,18,14,1,0,1,1"
"137,98,91,115,50,2,8,3,16,7,1,1,0,0"
"101,92,76,75,20,1,12,10,2,14,0,0,1,0"
"83,14,83,36,28,2,11,5,11,0,1,0,0,0"
"150,79,97,36,16,2,12,10,11,6,1,0,1,0"
"91,85,120,41,27,2,18,9,0,13,1,1,0,0"
"56,143,55,39,11,0,17,19,1,3,0,1,0,0"
"135,6,69,8,16,1,19,17,12,14,0,0,0,1"
"118,61,12,25,11,2,15,17,1,7,1,0,1,1"
"113,148,17,49,14,2,5,10,6,18,1,1,0,0"
"0,85,117,148,36,0,19,13,18,13,0,1,0,1"
"27,120,135,24,24,0,16,14,13,6,0,0,0,0"
"105,68,126,67,29,1,9,17,0,4,1,1,1,0"
"36,37,98,87,3,0,13,20,1,4,0,0,0,0"
"57,81,37,66,44,1,0,1,0,13,1,0,1,1"
"﻿87,100,3,38,48,2,9,19,14,2,1,0,1,1"
"26,140,33,24,29,1,14,6,19,16,1,1,0,0"
"88,0,27,9,37,1,10,4,2,18,0,1,1,0"
"81,87,102,130,33,2,16,16,16,9,0,1,1,1"
"142,33,5,62,24,2,8,10,6,5,0,1,1,1"
"116,46,27,113,31,0,7,3,15,10,0,0,1,1"
"86,46,120,72,40,2,14,2,7,9,0,1,1,0"
"10,50,4,112,12,1,18,8,15,7,0,1,1,1"
"6,110,59,69,33,2,2,12,7,18,0,0,0,0"
"119,53,17,143,26,1,15,3,6,2,0,0,0,0"
"108,100,46,110,45,0,20,5,0,1,0,1,1,1"
"54,66,86,14,1,1,9,5,3,2,1,0,1,1"
